Academic_Year,County_Code,District_Code,School_Code,County_Name,District_Name,School_Name,District_Type,School_Type,Educational_Option_Type,NSLP_Provision_Status,Charter_School,Charter_School_Number,Charter_Funding_Type,IRC,Low_Grade,High_Grade,Enrollment_K12,Free_Meal_Count_K12,Percent_Eligible_Free_K12,FRPM_Count_K12,Percent_Eligible_FRPM_K12,Enrollment_Ages5_17,Free_Meal_Count_Ages_5_17,Percent_Eligible_Free_Ages_5_17,FRPM_Count_Ages_5_17,Percent_Eligible_FRPM_Ages_5_17,2015-16_CALPADS_Fall_1_Certification_Status
2014-2015,07,61754,6004170,Contra Costa,Mt. Diablo Unified,Mountain View Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,433,151,34.9%,184,42.5%,433,151,34.9%,184,42.5%,Y
2014-2015,07,61754,6004188,Contra Costa,Mt. Diablo Unified,Mt. Diablo Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,814,62,7.6%,75,9.2%,814,62,7.6%,75,9.2%,Y
2014-2015,07,61754,6004196,Contra Costa,Mt. Diablo Unified,Oak Grove Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,695,546,78.6%,618,88.9%,695,546,78.6%,618,88.9%,Y
2014-2015,07,61754,6004220,Contra Costa,Mt. Diablo Unified,Pine Hollow Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,653,198,30.3%,253,38.7%,653,198,30.3%,253,38.7%,Y
2014-2015,07,61754,6004238,Contra Costa,Mt. Diablo Unified,Sunrise (Special Education),Unified School District,Special Education Schools (Public),Special Education School,,N,,,N,K,5,34,25,73.5%,26,76.5%,34,25,73.5%,26,76.5%,Y
2014-2015,07,61754,6004246,Contra Costa,Mt. Diablo Unified,Pleasant Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,702,127,18.1%,150,21.4%,686,127,18.5%,150,21.9%,Y
2014-2015,07,61754,6004253,Contra Costa,Mt. Diablo Unified,Sequoia Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,546,48,8.8%,65,11.9%,546,48,8.8%,65,11.9%,Y
2014-2015,07,61754,6004261,Contra Costa,Mt. Diablo Unified,Riverview Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,735,579,78.8%,656,89.3%,735,579,78.8%,656,89.3%,Y
2014-2015,07,61754,6004295,Contra Costa,Mt. Diablo Unified,Shore Acres Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,538,450,83.6%,499,92.8%,519,437,84.2%,484,93.3%,Y
2014-2015,07,61754,6004303,Contra Costa,Mt. Diablo Unified,Silverwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,456,140,30.7%,182,39.9%,446,138,30.9%,180,40.4%,Y
2014-2015,07,61754,6004311,Contra Costa,Mt. Diablo Unified,Strandwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,647,60,9.3%,76,11.7%,628,60,9.6%,76,12.1%,Y
2014-2015,07,61754,6004329,Contra Costa,Mt. Diablo Unified,Sun Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,564,355,62.9%,410,72.7%,547,348,63.6%,403,73.7%,Y
2014-2015,07,61754,6004337,Contra Costa,Mt. Diablo Unified,Valhalla Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,542,89,16.4%,108,19.9%,542,89,16.4%,108,19.9%,Y
2014-2015,07,61754,6004345,Contra Costa,Mt. Diablo Unified,Valle Verde Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,482,31,6.4%,39,8.1%,467,27,5.8%,35,7.5%,Y
2014-2015,07,61754,6004352,Contra Costa,Mt. Diablo Unified,Valley View Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,835,224,26.8%,286,34.3%,835,224,26.8%,286,34.3%,Y
2014-2015,07,61754,6004360,Contra Costa,Mt. Diablo Unified,Walnut Acres Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,625,30,4.8%,39,6.2%,601,30,5.0%,39,6.5%,Y
2014-2015,07,61754,6004378,Contra Costa,Mt. Diablo Unified,Westwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,363,150,41.3%,177,48.8%,363,150,41.3%,177,48.8%,Y
2014-2015,07,61754,6004394,Contra Costa,Mt. Diablo Unified,Woodside Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,395,133,33.7%,161,40.8%,395,133,33.7%,161,40.8%,Y
2014-2015,07,61754,6004402,Contra Costa,Mt. Diablo Unified,Wren Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,544,334,61.4%,392,72.1%,534,328,61.4%,386,72.3%,Y
2014-2015,07,61754,6004410,Contra Costa,Mt. Diablo Unified,Ygnacio Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,510,344,67.5%,402,78.8%,510,344,67.5%,402,78.8%,Y
2014-2015,07,61754,6096226,Contra Costa,Mt. Diablo Unified,Rio Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,547,435,79.5%,503,92.0%,547,435,79.5%,503,92.0%,Y
2014-2015,07,61754,6105357,Contra Costa,Mt. Diablo Unified,Sequoia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,914,245,26.8%,310,33.9%,914,245,26.8%,310,33.9%,Y
2014-2015,07,61754,6111504,Contra Costa,Mt. Diablo Unified,Diablo View Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,664,87,13.1%,105,15.8%,664,87,13.1%,105,15.8%,Y
2014-2015,07,61754,6112395,Contra Costa,Mt. Diablo Unified,Gregory Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,373,110,29.5%,129,34.6%,361,108,29.9%,124,34.3%,Y
2014-2015,07,61754,6114904,Contra Costa,Mt. Diablo Unified,Pleasant Hill Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,972,350,36.0%,414,42.6%,972,350,36.0%,414,42.6%,Y
2014-2015,07,61754,6118087,Contra Costa,Mt. Diablo Unified,Eagle Peak Montessori,Unified School District,Elementary Schools (Public),Traditional,,Y,0305,Locally funded,N,1,6,227,11,4.8%,12,5.3%,227,11,4.8%,12,5.3%,Y
2014-2015,07,61762,0000001,Contra Costa,Oakley Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,5,0,0.0%,0,0.0%,5,0,0.0%,0,0.0%,Y
2014-2015,07,61762,0110684,Contra Costa,Oakley Union Elementary,Iron House Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,686,285,41.5%,327,47.7%,686,285,41.5%,327,47.7%,Y
2014-2015,07,61762,0129064,Contra Costa,Oakley Union Elementary,Almond Grove Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,310,69,22.3%,76,24.5%,291,66,22.7%,73,25.1%,Y
2014-2015,07,61762,6004428,Contra Costa,Oakley Union Elementary,Oakley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,461,286,62.0%,330,71.6%,449,280,62.4%,323,71.9%,Y
2014-2015,07,61762,6096234,Contra Costa,Oakley Union Elementary,Gehringer Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,718,285,39.7%,340,47.4%,718,285,39.7%,340,47.4%,Y
2014-2015,07,61762,6108765,Contra Costa,Oakley Union Elementary,O'Hara Park Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,868,322,37.1%,374,43.1%,868,322,37.1%,374,43.1%,Y
2014-2015,07,61762,6110803,Contra Costa,Oakley Union Elementary,Laurel Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,576,183,31.8%,222,38.5%,562,177,31.5%,215,38.3%,Y
2014-2015,07,61762,6110811,Contra Costa,Oakley Union Elementary,Vintage Parkway Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,527,184,34.9%,243,46.1%,509,178,35.0%,233,45.8%,Y
2014-2015,07,61762,6119226,Contra Costa,Oakley Union Elementary,Delta Vista Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,795,308,38.7%,379,47.7%,795,308,38.7%,379,47.7%,Y
2014-2015,07,61770,6004444,Contra Costa,Orinda Union Elementary,Del Rey Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,399,0,0.0%,0,0.0%,386,0,0.0%,0,0.0%,Y
2014-2015,07,61770,6004451,Contra Costa,Orinda Union Elementary,Glorietta Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,439,1,0.2%,1,0.2%,439,1,0.2%,1,0.2%,Y
2014-2015,07,61770,6004477,Contra Costa,Orinda Union Elementary,Orinda Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,907,2,0.2%,2,0.2%,907,2,0.2%,2,0.2%,Y
2014-2015,07,61770,6004501,Contra Costa,Orinda Union Elementary,Sleepy Hollow Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,390,0,0.0%,0,0.0%,381,0,0.0%,0,0.0%,Y
2014-2015,07,61770,6066583,Contra Costa,Orinda Union Elementary,Wagner Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,394,2,0.5%,2,0.5%,394,2,0.5%,2,0.5%,Y
2014-2015,07,61788,0000001,Contra Costa,Pittsburg Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,39,6,15.4%,6,15.4%,34,6,17.6%,6,17.6%,Y
2014-2015,07,61788,0116863,Contra Costa,Pittsburg Unified,Marina Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,682,518,76.0%,569,83.4%,665,506,76.1%,557,83.8%,Y
2014-2015,07,61788,0125435,Contra Costa,Pittsburg Unified,Martin Luther King Jr. Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,706,515,72.9%,591,83.7%,706,515,72.9%,591,83.7%,Y
2014-2015,07,61788,0730184,Contra Costa,Pittsburg Unified,Black Diamond High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,223,151,67.7%,159,71.3%,176,123,69.9%,130,73.9%,Y
2014-2015,07,61788,0735407,Contra Costa,Pittsburg Unified,Pittsburg Senior High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"3,061","1,750",57.2%,"2,135",69.7%,"2,937","1,672",56.9%,"2,045",69.6%,Y
2014-2015,07,61788,6004527,Contra Costa,Pittsburg Unified,Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,638,445,69.7%,503,78.8%,620,431,69.5%,487,78.5%,Y
2014-2015,07,61788,6004535,Contra Costa,Pittsburg Unified,Highlands Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,555,390,70.3%,449,80.9%,535,381,71.2%,440,82.2%,Y
2014-2015,07,61788,6004543,Contra Costa,Pittsburg Unified,Los Medanos Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,747,527,70.5%,596,79.8%,733,519,70.8%,588,80.2%,Y
2014-2015,07,61788,6004568,Contra Costa,Pittsburg Unified,Parkside Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,682,519,76.1%,586,85.9%,668,509,76.2%,575,86.1%,Y
2014-2015,07,61788,6004576,Contra Costa,Pittsburg Unified,Willow Cove Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,684,518,75.7%,579,84.6%,670,506,75.5%,567,84.6%,Y
2014-2015,07,61788,6061162,Contra Costa,Pittsburg Unified,Hillview Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,874,565,64.6%,683,78.1%,874,565,64.6%,683,78.1%,Y
2014-2015,07,61788,6084966,Contra Costa,Pittsburg Unified,Rancho Medanos Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,873,614,70.3%,711,81.4%,873,614,70.3%,711,81.4%,Y
2014-2015,07,61788,6098578,Contra Costa,Pittsburg Unified,Foothill Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,557,350,62.8%,420,75.4%,557,350,62.8%,420,75.4%,Y
2014-2015,07,61788,6109383,Contra Costa,Pittsburg Unified,Stoneman Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,648,437,67.4%,522,80.6%,635,427,67.2%,512,80.6%,Y
2014-2015,07,61796,0000000,Contra Costa,West Contra Costa Unified,District Office,Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,P,Adult,43,15,34.9%,18,41.9%,32,12,37.5%,15,46.9%,Y
2014-2015,07,61796,0000001,Contra Costa,West Contra Costa Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,83,19,22.9%,19,22.9%,64,18,28.1%,18,28.1%,Y
2014-2015,07,61796,0101477,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,Unified School District,High Schools (Public),Traditional,,Y,0557,Directly funded,Y,9,12,480,382,79.6%,455,94.8%,461,367,79.6%,438,95.0%,Y
2014-2015,07,61796,0110973,Contra Costa,West Contra Costa Unified,Richmond College Preparatory,Unified School District,Elementary Schools (Public),Traditional,,Y,0755,Directly funded,Y,K,6,444,123,27.7%,123,27.7%,422,118,28.0%,118,28.0%,Y
2014-2015,07,61796,0126805,Contra Costa,West Contra Costa Unified,Richmond Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1441,Directly funded,Y,6,8,215,147,68.4%,182,84.7%,215,147,68.4%,182,84.7%,Y
2014-2015,07,61796,0129643,Contra Costa,West Contra Costa Unified,Richmond Charter Elementary-Benito Juarez,Unified School District,Elementary Schools (Public),Traditional,,Y,1660,Directly funded,Y,K,5,158,96,60.8%,121,76.6%,158,96,60.8%,121,76.6%,Y
2014-2015,07,61796,0730275,Contra Costa,West Contra Costa Unified,North Campus Continuation,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,180,126,70.0%,135,75.0%,155,111,71.6%,120,77.4%,Y
2014-2015,07,61796,0730291,Contra Costa,West Contra Costa Unified,Middle College High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,267,110,41.2%,140,52.4%,264,107,40.5%,137,51.9%,Y
2014-2015,07,61796,0730325,Contra Costa,West Contra Costa Unified,Vista High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,290,115,39.7%,127,43.8%,149,94,63.1%,105,70.5%,Y
2014-2015,07,61796,0730598,Contra Costa,West Contra Costa Unified,Hercules High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,935,298,31.9%,386,41.3%,913,288,31.5%,371,40.6%,Y
2014-2015,07,61796,0732164,Contra Costa,West Contra Costa Unified,De Anza Senior High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,263",742,58.7%,884,70.0%,"1,229",723,58.8%,861,70.1%,Y
2014-2015,07,61796,0732941,Contra Costa,West Contra Costa Unified,El Cerrito Senior High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,364",572,41.9%,691,50.7%,"1,338",557,41.6%,675,50.4%,Y
2014-2015,07,61796,0733253,Contra Costa,West Contra Costa Unified,Gompers (Samuel) Continuation,Unified School District,Continuation High Schools,Continuation School,Provision 2                                       ,N,,,N,9,12,261,164,62.8%,178,68.2%,188,132,70.2%,142,75.5%,Y
2014-2015,07,61796,0733659,Contra Costa,West Contra Costa Unified,Kennedy High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,865,640,74.0%,687,79.4%,837,620,74.1%,666,79.6%,Y
2014-2015,07,61796,0735316,Contra Costa,West Contra Costa Unified,Pinole Valley High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,205",564,46.8%,685,56.8%,"1,170",549,46.9%,664,56.8%,Y
2014-2015,07,61796,0735902,Contra Costa,West Contra Costa Unified,Richmond High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,"1,486","1,218",82.0%,"1,383",93.1%,"1,439","1,180",82.0%,"1,341",93.2%,Y
2014-2015,07,61796,6004600,Contra Costa,West Contra Costa Unified,Bayview Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,679,551,81.1%,643,94.7%,667,541,81.1%,631,94.6%,Y
2014-2015,07,61796,6004659,Contra Costa,West Contra Costa Unified,Collins Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,385,170,44.2%,208,54.0%,384,169,44.0%,207,53.9%,Y
2014-2015,07,61796,6004667,Contra Costa,West Contra Costa Unified,Coronado Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,430,352,81.9%,409,95.1%,413,343,83.1%,395,95.6%,Y
2014-2015,07,61796,6004691,Contra Costa,West Contra Costa Unified,Dover Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,767,622,81.1%,743,96.9%,749,608,81.2%,726,96.9%,Y
2014-2015,07,61796,6004733,Contra Costa,West Contra Costa Unified,Ellerhorst Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,379,116,30.6%,147,38.8%,379,116,30.6%,147,38.8%,Y
2014-2015,07,61796,6004741,Contra Costa,West Contra Costa Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,477,372,78.0%,450,94.3%,477,372,78.0%,450,94.3%,Y
2014-2015,07,61796,6004758,Contra Costa,West Contra Costa Unified,Fairmont Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,569,279,49.0%,314,55.2%,569,279,49.0%,314,55.2%,Y
2014-2015,07,61796,6004766,Contra Costa,West Contra Costa Unified,Ford Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,474,366,77.2%,440,92.8%,459,358,78.0%,428,93.2%,Y
2014-2015,07,61796,6004774,Contra Costa,West Contra Costa Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,563,490,87.0%,550,97.7%,552,483,87.5%,542,98.2%,Y
2014-2015,07,61796,6004782,Contra Costa,West Contra Costa Unified,Harding Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,367,100,27.2%,115,31.3%,352,97,27.6%,112,31.8%,Y
2014-2015,07,61796,6004808,Contra Costa,West Contra Costa Unified,Kensington Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,514,37,7.2%,41,8.0%,514,37,7.2%,41,8.0%,Y
2014-2015,07,61796,6004824,Contra Costa,West Contra Costa Unified,Lake Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,428,356,83.2%,421,98.4%,418,348,83.3%,412,98.6%,Y
2014-2015,07,61796,6004832,Contra Costa,West Contra Costa Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,465,429,92.3%,454,97.6%,465,429,92.3%,454,97.6%,Y
2014-2015,07,61796,6004840,Contra Costa,West Contra Costa Unified,Madera Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,519,82,15.8%,98,18.9%,518,82,15.8%,98,18.9%,Y
2014-2015,07,61796,6004857,Contra Costa,West Contra Costa Unified,Mira Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,519,263,50.7%,305,58.8%,517,263,50.9%,305,59.0%,Y
2014-2015,07,61796,6004865,Contra Costa,West Contra Costa Unified,Montalvin Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,419,310,74.0%,381,90.9%,403,301,74.7%,367,91.1%,Y
2014-2015,07,61796,6004873,Contra Costa,West Contra Costa Unified,Murphy Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,489,279,57.1%,332,67.9%,489,279,57.1%,332,67.9%,Y
2014-2015,07,61796,6004881,Contra Costa,West Contra Costa Unified,Nystrom Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,505,414,82.0%,442,87.5%,491,405,82.5%,432,88.0%,Y
2014-2015,07,61796,6004899,Contra Costa,West Contra Costa Unified,Olinda Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,329,96,29.2%,117,35.6%,311,92,29.6%,113,36.3%,Y
2014-2015,07,61796,6004907,Contra Costa,West Contra Costa Unified,Peres Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,534,502,94.0%,531,99.4%,519,487,93.8%,516,99.4%,Y
